text,name,cr,size,type,tags,section,alignment,environment,ac,hp,init,lair?,legendary?,unique?,sources
mm.salamander,Salamander,5,Large,Elemental,,Salamanders,neutral evil,"forest, planar",15,90,2,,,,"Monster Manual: 266, Princes of the Apocalypse Online Supplement v1.0: 30"
mm.satyr,Satyr,0.25,Medium,Fey,,,chaotic neutral,"forest, grassland, urban",14,31,3,,,,"Basic Rules v1: 43, Monster Manual: 267"
mm.scarecrow,Scarecrow,1,Medium,Construct,,,chaotic evil,"grassland, urban",11,36,1,,,,Monster Manual: 268
mm.scorpion,Scorpion,0,Tiny,Beast,,Misc Creatures,unaligned,"cave, desert, grassland, mountain, swamp",11,1,0,,,,"Basic Rules v1: 43, Monster Manual: 337"
mm.scout,Scout,0.25,Medium,Humanoid,any,NPCs,any,"arctic, coast, desert, forest, grassland, mountain, swamp",13,16,2,,,,"HotDQ supplement: 16, Monster Manual: 349, Princes of the Apocalypse Online Supplement v1.0: 31"
mm.sea-hag,Sea Hag,2,Medium,Fey,,Hags,chaotic evil,"aquatic, coast, underground",14,52,1,,,,"Monster Manual: 179, Princes of the Apocalypse Online Supplement v1.0: 31"
mm.sea-hag-coven,Sea Hag (coven),4,Medium,Fey,,Hags,chaotic evil,"aquatic, coast, underground",14,52,1,,,,Monster Manual: 179
mm.sea-horse,Sea Horse,0,Tiny,Beast,,Misc Creatures,unaligned,aquatic,11,1,1,,,,"Basic Rules v1: 43, Monster Manual: 337"
tftyp.sea-lion,Sea Lion,5,Large,Monstrosity,,,unaligned,,15,90,2,,,,Tales from the Yawning Portal: 242
volo.sea-spawn,Sea Spawn,1,Medium,Humanoid,,,neutral evil,"coast, aquatic",11,32,-1,,,,Volo's Guide to Monsters: 189
tiamat.severin,Severin,11,Medium,Humanoid,Human,,neutral evil,,16,150,1,,legendary,unique,Rise of Tiamat: 92
mm.shadow,Shadow,0.25,Medium,Undead,,,chaotic evil,"dungeon, ruins, swamp, urban",12,16,2,,,,"Monster Manual: 269, Princes of the Apocalypse Online Supplement v1.0: 31"
mtof.shadow-dancer,Shadow Dancer,7,Medium,Humanoid,Elf,Shadar-kai,neutral,"planar, urban",15,71,3,,,,Mordenkainen's Tome of Foes: 225
mm.shadow-demon,Shadow Demon,4,Medium,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",13,66,3,,,,"Monster Manual: 64, Princes of the Apocalypse Online Supplement v1.0: 32"
volo.shadow-mastiff,Shadow Mastiff,2,Medium,Monstrosity,,,neutral evil,"forest, grassland, swamp",12,33,2,,,,Volo's Guide to Monsters: 190
volo.shadow-mastiff-alpha,Shadow Mastiff Alpha,2,Medium,Monstrosity,,,neutral evil,"forest, grassland, swamp",12,48,2,,,,Volo's Guide to Monsters: 190
mm.shambling-mound,Shambling Mound,5,Large,Plant,,,unaligned,"forest, swamp",15,136,-1,,,,"HotDQ supplement: 16, Monster Manual: 270"
tftyp.sharwyn-hucrele,Sharwyn Hucrele,0.25,Medium,Humanoid,Human,,neutral evil,,16,13,1,,,unique,Tales from the Yawning Portal: 242
mm.shield-guardian,Shield Guardian,7,Large,Construct,,,unaligned,"dungeon, ruins, urban",17,142,-1,,,,"Monster Manual: 271, Princes of the Apocalypse Online Supplement v1.0: 32"
apoc.shoalar-quanderil,Shoalar Quanderil,4,Medium,Humanoid,Water genasi,Crushing Wave Cultists,chaotic evil,,10,60,1,,,unique,Princes of the Apocalypse: 208
volo.shoosuva,Shoosuva,8,Large,Fiend,Demon,Demons,chaotic evil,"arctic, forest, grassland",14,110,1,,,,Volo's Guide to Monsters: 137
mm.shrieker,Shrieker,0,Medium,Plant,,Fungi,unaligned,"cave, dungeon, swamp",5,13,-5,,,,Monster Manual: 138
mtof.sibriex,Sibriex,18,Huge,Fiend,Demon,Demons,chaotic evil,planar,19,150,-4,,legendary,,Mordenkainen's Tome of Foes: 137
mm.silver-dragon-wyrmling,Silver Dragon Wyrmling,2,Medium,Dragon,,Dragons,lawful good,"arctic, mountain",17,45,0,,,,Monster Manual: 118
tftyp.sir-braford,Sir Braford,0.25,Medium,Humanoid,Human,,neutral evil,,18,19,-1,,,unique,Tales from the Yawning Portal: 243
tftyp.siren,Siren,3,Medium,Fey,,,chaotic good,,14,38,4,,,,Tales from the Yawning Portal: 243
mm.skeleton,Skeleton,0.5,Medium,Undead,,Skeletons,lawful evil,"dungeon, ruins, urban",13,13,2,,,,"Basic Rules v1: 43, Monster Manual: 272, Player's Handbook: 310"
mtof.skulk,Skulk,0.25,Medium,Humanoid,,,chaotic neutral,planar,14,18,4,,,,Mordenkainen's Tome of Foes: 228
mtof.skull-lord,Skull Lord,15,Medium,Undead,,,lawful evil,"dungeon, ruins",18,105,3,,,,Mordenkainen's Tome of Foes: 230
apoc.skyweaver,Skyweaver,3,Medium,Humanoid,Human,Howling Hatred Cultists,chaotic evil,"arctic, cave, coast, desert, dungeon, grassland, mountain, ruins",12,44,2,,,,Princes of the Apocalypse: 191
mm.slaad-tadpole,Slaad Tadpole,0.125,Tiny,Aberration,,Slaadi,chaotic neutral,planar,12,10,2,,,,Monster Manual: 276
volo.slithering-tracker,Slithering Tracker,3,Medium,Ooze,,,chaotic evil,"underground, urban",14,32,4,,,,Volo's Guide to Monsters: 191
mm.smoke-mephit,Smoke Mephit,0.5,Small,Elemental,,Mephits,neutral evil,"dungeon, planar, urban",12,2,2,,,,"Monster Manual: 217, Princes of the Apocalypse Online Supplement v1.0: 32"
mm.solar,Solar,21,Large,Celestial,,Angels,lawful good,planar,21,241,6,,legendary,,Monster Manual: 18
mtof.soul-monger,Soul Monger,11,Medium,Humanoid,Elf,Shadar-kai,neutral,"planar, urban",15,123,3,,,,Mordenkainen's Tome of Foes: 226
volo.spawn-of-kyuss,Spawn of Kyuss,5,Medium,Undead,,,chaotic evil,"desert, underground",10,76,0,,,,Volo's Guide to Monsters: 192
mm.spectator,Spectator,3,Medium,Aberration,,Beholders,lawful neutral,"cave, dungeon, ruins, underground, urban",14,39,2,,,,"Basic Rules v1: 44, Monster Manual: 30"
mm.specter,Specter,1,Medium,Undead,,Specter,chaotic evil,"dungeon, ruins, urban",12,22,2,,,,"HotDQ supplement: 17, Monster Manual: 279, Princes of the Apocalypse Online Supplement v1.0: 33"
mm.spider,Spider,0,Tiny,Beast,,Misc Creatures,unaligned,"cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",12,1,2,,,,"Basic Rules v1: 44, Monster Manual: 337"
mm.spined-devil,Spined Devil,2,Small,Fiend,Devil,Devils,lawful evil,"dungeon, planar",13,22,2,,,,Monster Manual: 78
mm.spirit-naga,Spirit Naga,8,Large,Monstrosity,,Nagas,chaotic evil,"cave, dungeon, ruins, underground",18,127,4,,,,Monster Manual: 234
mtof.spirit-troll,Spirit Troll,11,Large,Giant,,Trolls,chaotic evil,"dungeon, forest, mountain, ruins, swamp",17,97,3,,,,Mordenkainen's Tome of Foes: 244
mtof.spring-eladrin,Spring Eladrin,10,Medium,Fey,Elf,Eladrin,chaotic neutral,planar,19,127,3,,,,Mordenkainen's Tome of Foes: 196
mm.sprite,Sprite,0.5,Tiny,Fey,,,neutral good,"forest, grassland, swamp",15,2,4,,,,"Monster Manual: 283, Player's Handbook: 310, Princes of the Apocalypse Online Supplement v1.0: 33"
mm.spy,Spy,1,Medium,Humanoid,any,NPCs,any,"arctic, cave, coast, desert, forest, grassland, mountain, ruins, swamp, urban",12,27,2,,,,"HotDQ supplement: 17, Monster Manual: 349, Princes of the Apocalypse Online Supplement v1.0: 33"
mtof.star-spawn-grue,Star Spawn Grue,0.5,Small,Aberration,,Star Spawn,neutral evil,planar,11,17,1,,,,Mordenkainen's Tome of Foes: 234
mtof.star-spawn-hulk,Star Spawn Hulk,10,Large,Aberration,,Star Spawn,chaotic evil,planar,16,136,-1,,,,Mordenkainen's Tome of Foes: 234
mtof.star-spawn-larva-mage,Star Spawn Larva Mage,16,Medium,Aberration,,Star Spawn,chaotic evil,planar,16,168,1,,,,Mordenkainen's Tome of Foes: 235
mtof.star-spawn-mangler,Star Spawn Mangler,5,Medium,Aberration,,Star Spawn,chaotic evil,planar,14,71,4,,,,Mordenkainen's Tome of Foes: 236
mtof.star-spawn-seer,Star Spawn Seer,13,Medium,Aberration,,Star Spawn,neutral evil,planar,17,153,1,,,,Mordenkainen's Tome of Foes: 236
mm.steam-mephit,Steam Mephit,0.5,Small,Elemental,,Mephits,neutral evil,"dungeon, planar, urban",10,21,0,,,,"Monster Manual: 217, Princes of the Apocalypse Online Supplement v1.0: 34"
mtof.steel-predator,Steel Predator,16,Large,Construct,,,lawful evil,planar,20,207,3,,,,Mordenkainen's Tome of Foes: 239
volo.stegosaurus,Stegosaurus,4,Huge,Beast,,Dinosaurs,unaligned,"forest, grassland",13,76,-1,,,,"Volo's Guide to Monsters: 140, Tomb of Annihilation: 231"
volo.stench-kow,Stench Kow,0.5,Large,Beast,,,unaligned,grassland,10,15,0,,,,Volo's Guide to Monsters: 208
mm.stirge,Stirge,0.125,Tiny,Beast,,,unaligned,"forest, swamp",14,2,3,,,,"Basic Rules v1: 44, HotDQ supplement: 17, Monster Manual: 284"
mtof.stone-cursed,Stone Cursed,1,Medium,Construct,,,lawful evil,dungeon,17,19,-3,,,,Mordenkainen's Tome of Foes: 240
mtof.stone-defender,Stone Defender,4,Medium,Construct,,Clockworks,unaligned,planar,16,52,0,,,,Mordenkainen's Tome of Foes: 126
mm.stone-giant,Stone Giant,7,Huge,Giant,,Giants,neutral,"cave, mountain, underground",17,126,2,,,,"HotDQ supplement: 18, Monster Manual: 156"
volo.stone-giant-dreamwalker,Stone Giant Dreamwalker,10,Huge,Giant,Stone Giant,Giants,chaotic neutral,"coast, grassland, mountain",18,161,2,,,,Volo's Guide to Monsters: 150
mm.stone-golem,Stone Golem,10,Large,Construct,,Golems,unaligned,"dungeon, ruins, urban",17,178,-1,,,,"Basic Rules v1: 45, HotDQ supplement: 18, Monster Manual: 170"
toa.stone-juggernaut,Stone Juggernaut,12,Large,Construct,,,unaligned,,15,157,1,,,,Tomb of Annihilation: 231
apoc.stonemelder,Stonemelder,4,Medium,Humanoid,Human,Black Earth Cultists,neutral evil,"arctic, cave, coast, desert, dungeon, forest, grassland, mountain, ruins, underground",17,75,0,,,,Princes of the Apocalypse: 197
mm.storm-giant,Storm Giant,13,Huge,Giant,,Giants,chaotic good,"arctic, coast, desert, mountain, planar",16,230,2,,,,Monster Manual: 156
volo.storm-giant-quintessent,Storm Giant Quintessent,16,Huge,Giant,Storm Giant,Giants,chaotic good,"arctic, coast, desert, mountain, aquatic",12,230,2,,,,Volo's Guide to Monsters: 151
strahd.strahd-von-zarovich,Strahd von Zarovich,15,Medium,Undead,,,lawful evil,,16,144,4,,legendary,unique,Curse of Strahd: 240
strahd.strahd-zombie,Strahd Zombie,1,Medium,Undead,,,unaligned,,8,30,-2,,,,Curse of Strahd: 241
strahd.strahds-animated-armor,Strahd's Animated Armor,6,Medium,Construct,,,lawful evil,,21,112,1,,,unique,Curse of Strahd: 227
toa.su-monster,Su-monster,1,Medium,Monstrosity,,,chaotic evil,,12,27,2,,,,Tomb of Annihilation: 232
mm.succubusincubus,Succubus/Incubus,4,Medium,Fiend,Shapechanger,,neutral evil,"dungeon, planar, urban",15,66,3,,,,Monster Manual: 285
mtof.summer-eladrin,Summer Eladrin,10,Medium,Fey,Elf,Eladrin,chaotic neutral,planar,19,127,5,,,,Mordenkainen's Tome of Foes: 196
mm.swarm-of-bats,Swarm of Bats,0.5,Medium,Beast,Swarm,Misc Creatures,unaligned,"cave, dungeon, forest, ruins, swamp, underground, urban",12,22,2,,,,"Basic Rules v1: 45, Monster Manual: 337"
volo.swarm-of-cranium-rats,Swarm of Cranium Rats,5,Medium,Beast,Swarm,Cranium Rats,lawful evil,"underground, urban",12,36,2,,,,Volo's Guide to Monsters: 133
mm.swarm-of-insects,Swarm of Insects,0.25,Medium,Beast,Swarm,Misc Creatures,unaligned,"cave, dungeon, forest, grassland, mountain, ruins, swamp, underground, urban",12,22,1,,,,"Basic Rules v1: 45, HotDQ supplement: 18, Monster Manual: 338"
mm.swarm-of-poisonous-snakes,Swarm of Poisonous Snakes,2,Medium,Beast,Swarm,Misc Creatures,unaligned,"desert, dungeon, forest, grassland, swamp",14,36,4,,,,"Basic Rules v1: 46, Monster Manual: 338"
mm.swarm-of-quippers,Swarm of Quippers,1,Medium,Beast,Swarm,Misc Creatures,unaligned,aquatic,13,28,3,,,,"Basic Rules v1: 46, Monster Manual: 338"
mm.swarm-of-rats,Swarm of Rats,0.5,Medium,Beast,Swarm,Misc Creatures,unaligned,"cave, dungeon, forest, grassland, ruins, swamp, urban",10,24,0,,,,"Basic Rules v1: 46, HotDQ supplement: 19, Monster Manual: 339"
mm.swarm-of-ravens,Swarm of Ravens,0.5,Medium,Beast,Swarm,Misc Creatures,unaligned,"forest, grassland, mountain, ruins, urban",12,24,2,,,,"Basic Rules v1: 46, Monster Manual: 339"
volo.swarm-of-rot-grubs,Swarm of Rot Grubs,0.25,Medium,Beast,Swarm,,unaligned,"swamp, underground",8,22,-2,,,,Volo's Guide to Monsters: 208
volo.swashbuckler,Swashbuckler,3,Medium,Humanoid,Any Race,NPCs,non-lawful,"coast, urban",17,66,4,,,,Volo's Guide to Monsters: 217
mtof.sword-wraith-commander,Sword Wraith Commander,8,Medium,Undead,,Sword Wraith,lawful evil,ruins,18,127,2,,,,Mordenkainen's Tome of Foes: 241
mtof.sword-wraith-warrior,Sword Wraith Warrior,3,Medium,Undead,,Sword Wraith,lawful evil,ruins,16,45,1,,,,Mordenkainen's Tome of Foes: 241
toa.tabaxi-hunter,Tabaxi Hunter,1,Medium,Humanoid,Tabaxi,,chaotic good,,14,40,3,,,,Tomb of Annihilation: 232
toa.tabaxi-ministrel,Tabaxi Ministrel,0.5,Medium,Humanoid,Tabaxi,,chaotic good,,12,22,2,,,,Tomb of Annihilation: 233
hoard.talis-the-white,Talis the White,5,Medium,Humanoid,Half-elf,,lawful evil,,18,58,1,,,unique,Hoard of the Dragon Queen: 93
volo.tanarukk,Tanarukk,5,Medium,Fiend,"Demon, Orc",Orcs,chaotic evil,"grassland, mountain, underground",14,95,1,,,,Volo's Guide to Monsters: 186
mm.tarrasque,Tarrasque,30,Gargantuan,Monstrosity,Titan,,unaligned,"aquatic, arctic, cave, coast, desert, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground, urban",25,676,0,,legendary,,Monster Manual: 286
tftyp.tarul-var,Tarul Var,13,Medium,Undead,,,neutral evil,,16,105,3,,,unique,Tales from the Yawning Portal: 244
tftyp.tecuziztecatl,Tecuziztecatl,4,Large,Monstrosity,,,neutral,,13,102,0,,,unique,Tales from the Yawning Portal: 245
tftyp.thayan-apprentice,Thayan Apprentice,2,Medium,Humanoid,Human,,non-good,,12,27,2,,,,Tales from the Yawning Portal: 245
tftyp.thayan-warrior,Thayan Warrior,2,Medium,Humanoid,Human,,non-good,,16,52,1,,,,Tales from the Yawning Portal: 246
mtof.the-angry,The Angry,13,Medium,Monstrosity,,Sorrowsworn,neutral evil,planar,18,255,0,,,,Mordenkainen's Tome of Foes: 231
mtof.the-hungry,The Hungry,11,Medium,Monstrosity,,Sorrowsworn,neutral evil,planar,17,225,0,,,,Mordenkainen's Tome of Foes: 232
mtof.the-lonely,The Lonely,9,Medium,Monstrosity,,Sorrowsworn,neutral evil,planar,16,112,1,,,,Mordenkainen's Tome of Foes: 232
mtof.the-lost,The Lost,7,Medium,Monstrosity,,Sorrowsworn,neutral evil,planar,15,78,1,,,,Mordenkainen's Tome of Foes: 233
abyss.the-pudding-king,The Pudding King,4,Small,Humanoid,"Gnome, Shapechanger",,chaotic evil,,13,49,4,,,unique,Out of the Abyss: 233
mtof.the-wretched,The Wretched,0.5,Small,Monstrosity,,Sorrowsworn,neutral evil,planar,15,10,1,,,,Mordenkainen's Tome of Foes: 233
tftyp.thorn-slinger,Thorn Slinger,0.25,Large,Plant,,,unaligned,,11,32,1,,,,Tales from the Yawning Portal: 246
volo.thorny,Thorny,1,Medium,Plant,,,neutral,"forest, swamp",14,27,1,,,,"Volo's Guide to Monsters: 197, Tomb of Annihilation: 233"
mm.thri-kreen,Thri-kreen,1,Medium,Humanoid,Thri-kreen,,chaotic neutral,"desert, grassland",15,33,2,,,,Monster Manual: 288
mm.thug,Thug,0.25,Medium,Humanoid,any,NPCs,non-good,"arctic, cave, coast, forest, grassland, urban",11,32,0,,,,"Basic Rules v1: 55, Monster Manual: 350"
apoc.thurl-merosska,Thurl Merosska,3,Medium,Humanoid,Human,Howling Hatred Cultists,lawful evil,,16,71,2,,,unique,Princes of the Apocalypse: 192
tiamat.tiamat,Tiamat,30,Gargantuan,Fiend,,,chaotic evil,,25,615,0,,legendary,unique,Rise of Tiamat: 92
mm.tiger,Tiger,1,Large,Beast,,Misc Creatures,unaligned,"forest, grassland",12,37,2,,,,"Basic Rules v1: 47, Monster Manual: 339, Player's Handbook: 311"
mtof.titivilus,Titivilus,16,Medium,Fiend,Devil,Archdevils,lawful evil,planar,20,127,6,,legendary,unique,Mordenkainen's Tome of Foes: 179
volo.tlingcalli,Tlincalli,5,Large,Monstrosity,,,neutral evil,desert,15,85,1,,,,Volo's Guide to Monsters: 193
tortle.topi,Topi,0.25,Small,Undead,,,chaotic evil,,13,13,2,,,,The Tortle Package: 22
mtof.tortle,Tortle,0.5,Medium,Humanoid,Tortle,Tortles,lawful good,"coast, forest, grassland, mountain, swamp",17,22,0,,,,Mordenkainen's Tome of Foes: 242
mtof.tortle-druid,Tortle Druid,2,Medium,Humanoid,Tortle,Tortles,lawful neutral,"coast, forest, grassland, mountain, swamp",17,33,0,,,,Mordenkainen's Tome of Foes: 242
volo.transmuter,Transmuter,5,Medium,Humanoid,Any Race,NPCs,any,urban,12,40,2,,,,"Volo's Guide to Monsters: 218, Tales from the Yawning Portal: 247"
volo.trapper,Trapper,3,Large,Monstrosity,,,unaligned,underground,13,85,0,,,,Volo's Guide to Monsters: 194
mm.treant,Treant,9,Huge,Plant,,,chaotic good,"forest, swamp",16,138,-1,,,,Monster Manual: 289
strahd.tree-blight,Tree Blight,7,Huge,Plant,,,neutral evil,,15,149,0,,,,Curse of Strahd: 230
sking.tressym,Tressym,0,Tiny,Beast,,,chaotic neutral,,12,5,2,,,,Storm King's Thunder: 242
toa.tri-flower-frond,Tri-flower Frond,0.25,Medium,Plant,,,unaligned,,10,11,2,,,,Tomb of Annihilation: 234
mm.tribal-warrior,Tribal Warrior,0.125,Medium,Humanoid,any,NPCs,any,"arctic, cave, desert, forest, grassland, mountain, swamp",12,11,0,,,,"Monster Manual: 350, Princes of the Apocalypse Online Supplement v1.0: 34"
mm.triceratops,Triceratops,5,Huge,Beast,,Dinosaurs,unaligned,"grassland, mountain",13,95,-1,,,,"Basic Rules v1: 47, Monster Manual: 80"
mm.tridrone,Tridrone,0.25,Medium,Construct,,Modrons,lawful neutral,planar,15,16,1,,,,Monster Manual: 225
mm.troglodyte,Troglodyte,0.5,Medium,Humanoid,Troglodyte,,chaotic evil,"cave, dungeon, underground",11,13,0,,,,"HotDQ supplement: 19, Monster Manual: 290, Princes of the Apocalypse Online Supplement v1.0: 34"
abyss.troglodyte-champion-of-laogzed,Troglodyte Champion of Laogzed,3,Medium,Humanoid,Troglodyte,,chaotic evil,,14,59,1,,,,Out of the Abyss: 229
mm.troll,Troll,5,Large,Giant,,,chaotic evil,"cave, dungeon, forest, mountain, swamp",15,84,1,,,,"Basic Rules v1: 47, HotDQ supplement: 19, Monster Manual: 291"
mm.twig-blight,Twig Blight,0.125,Small,Plant,,Blights,neutral evil,"forest, grassland, swamp",13,4,1,,,,"Basic Rules v1: 47, Monster Manual: 32"
mm.tyrannosaurus-rex,Tyrannosaurus Rex,8,Huge,Beast,,Dinosaurs,unaligned,grassland,13,136,0,,,,"Basic Rules v1: 48, Monster Manual: 80"
toa.tyrannosaurus-zombie,Tyrannosaurus Zombie,8,Huge,Undead,,Zombies,unaligned,,11,136,-2,,,,Tomb of Annihilation: 241
volo.ulitharid,Ulitharid,9,Large,Aberration,,Mind Flayers,lawful evil,underground,15,127,1,,,,Volo's Guide to Monsters: 175
mm.ultraloth,Ultroloth,13,Medium,Fiend,Yugoloth,Yugoloths,neutral evil,"dungeon, planar",19,153,3,,,,Monster Manual: 314
mm.umber-hulk,Umber Hulk,5,Large,Monstrosity,,,chaotic evil,"cave, underground",18,93,1,,,,"Monster Manual: 292, Princes of the Apocalypse Online Supplement v1.0: 35"
mm.unicorn,Unicorn,5,Large,Celestial,,,lawful good,"forest, ruins",12,67,2,lair,legendary,,Monster Manual: 294
sking.uthgardt-shaman,Uthgardt Shaman,2,Medium,Humanoid,Human,,neutral evil,,13,38,1,,,,Storm King's Thunder: 243
mm.vampire,Vampire,13,Medium,Undead,Shapechanger,Vampires,lawful evil,"dungeon, ruins, urban",16,144,4,lair,legendary,,"HotDQ supplement: 20, Monster Manual: 297"
mm.vampire-spawn,Vampire Spawn,5,Medium,Undead,,Vampires,neutral evil,"dungeon, ruins, urban",15,82,3,,,,"HotDQ supplement: 21, Monster Manual: 298, Princes of the Apocalypse Online Supplement v1.0: 35"
mm.vampire-spellcaster,Vampire Spellcaster,15,Medium,Undead,Shapechanger,Vampires,lawful evil,"dungeon, ruins, urban",16,144,4,lair,legendary,,Monster Manual: 298
mm.vampire-warrior,Vampire Warrior,15,Medium,Undead,Shapechanger,Vampires,lawful evil,"dungeon, ruins, urban",18,144,4,lair,legendary,,Monster Manual: 298
abyss.vampiric-ixitxachitl,Vampiric Ixitxachitl,2,Medium,Aberration,,,chaotic evil,,16,44,4,,,,Out of the Abyss: 226
mtof.vampiric-mist,Vampiric Mist,3,Medium,Undead,,,chaotic evil,,13,30,3,,,,Mordenkainen's Tome of Foes: 246
tftyp.vampiric-mist,Vampiric Mist,3,Medium,Undead,,,chaotic evil,,13,45,3,,,,Tales from the Yawning Portal: 247
apoc.vanifer,Vanifer,9,Medium,Humanoid,Tiefling,Eternal Flame Cultists,chaotic evil,,15,112,3,,,unique,Princes of the Apocalypse: 203
apoc.vanifer-in-lair,Vanifer (in lair),12,Medium,Humanoid,Tiefling,Eternal Flame Cultists,chaotic evil,,15,112,3,lair,,unique,Princes of the Apocalypse: 203
volo.vargouille,Vargouille,1,Tiny,Fiend,,,chaotic evil,"desert, swamp, underground",12,13,2,,,,Volo's Guide to Monsters: 195
volo.vegepygmy,Vegepygmy,0.5,Small,Plant,,Vegepygmies,neutral,"forest, swamp",13,9,2,,,,"Volo's Guide to Monsters: 196, Tomb of Annihilation: 234"
volo.vegepygmy-chief,Vegepygmy Chief,2,Small,Plant,,Vegepygmies,neutral,"forest, swamp",14,33,2,,,,"Volo's Guide to Monsters: 197, Tomb of Annihilation: 235"
volo.velociraptor,Velociraptor,0.5,Tiny,Beast,,Dinosaurs,unaligned,"forest, grassland",13,10,2,,,,"Volo's Guide to Monsters: 140, Tomb of Annihilation: 235"
mtof.venom-troll,Venom Troll,7,Large,Giant,,Trolls,chaotic evil,"dungeon, forest, mountain, ruins, swamp",15,94,1,,,,Mordenkainen's Tome of Foes: 245
mm.veteran,Veteran,3,Medium,Humanoid,any,NPCs,any,urban,17,58,1,,,,"HotDQ supplement: 21, Monster Manual: 350, Princes of the Apocalypse Online Supplement v1.0: 35"
mm.vine-blight,Vine Blight,0.25,Medium,Plant,,Blights,neutral evil,"forest, grassland, swamp",12,26,-1,,,,Monster Manual: 32
mm.violet-fungus,Violet Fungus,0.5,Medium,Plant,,Fungi,unaligned,"cave, dungeon, underground",5,18,-5,,,,"HotDQ supplement: 21, Monster Manual: 138, Princes of the Apocalypse Online Supplement v1.0: 36"
strahd.vladimir-horngaard,Vladimir Horngaard,7,Medium,Undead,,,lawful evil,,17,192,2,,,unique,Curse of Strahd: 241
toa.volothamp-volo-geddarm,"Volothamp ""Volo"" Geddarm",0.5,Medium,Humanoid,Human,,chaotic good,,11,31,1,,,unique,Tomb of Annihilation: 235
mm.vrock,Vrock,6,Large,Fiend,Demon,Demons,chaotic evil,"dungeon, planar",15,104,2,,,,"Monster Manual: 64, Princes of the Apocalypse Online Supplement v1.0: 36"
mm.vulture,Vulture,0,Medium,Beast,,Misc Creatures,unaligned,"desert, grassland, ruins",10,5,0,,,,"Basic Rules v1: 48, Monster Manual: 339"
volo.war-priest,War Priest,9,Medium,Humanoid,Any Race,NPCs,any,"desert, urban",18,117,0,,,,Volo's Guide to Monsters: 218
mm.warhorse,Warhorse,0.25,Large,Beast,,Misc Creatures,unaligned,"grassland, urban",11,19,1,,,,"Basic Rules v1: 48, Monster Manual: 340, Player's Handbook: 311"
mm.warhorse-skeleton,Warhorse Skeleton,0.25,Large,Undead,,Skeletons,lawful evil,"grassland, ruins",13,22,1,,,,Monster Manual: 273
volo.warlock-of-the-archfey,Warlock of the Archfey,4,Medium,Humanoid,Any Race,NPCs,any,"arctic, forest, mountain, swamp, urban",11,49,1,,,,Volo's Guide to Monsters: 219
volo.warlock-of-the-fiend,Warlock of the Fiend,7,Medium,Humanoid,Any Race,NPCs,any,"arctic, desert, underground, urban",12,78,2,,,,Volo's Guide to Monsters: 219
volo.warlock-of-the-great-old-one,Warlock of the Great Old One,6,Medium,Humanoid,Any Race,NPCs,any,"arctic, grassland, mountain, underground, urban",12,91,2,,,,Volo's Guide to Monsters: 220
volo.warlord,Warlord,12,Medium,Humanoid,Any Race,NPCs,any,urban,18,229,3,,,,Volo's Guide to Monsters: 220
mtof.wastrilith,Wastrilith,13,Large,Fiend,Demon,Demons,chaotic evil,"aquatic, planar",18,157,4,,,,Mordenkainen's Tome of Foes: 139
mm.water-elemental,Water Elemental,5,Large,Elemental,,Elementals,neutral,"aquatic, arctic, cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",14,114,2,,,,"Basic Rules v1: 49, Monster Manual: 125"
apoc.water-elemental-myrmidon,Water Elemental Myrmidon,7,Medium,Elemental,,Elemental Myrmidons,neutral,"aquatic, arctic, cave, coast, dungeon, forest, grassland, mountain, planar, ruins, swamp, underground",18,127,2,,,,Princes of the Apocalypse: 213
mtof.water-elemental-myrmidon,Water Elemental Myrmidon,7,Medium,Elemental,,Elder Myrmidons,neutral,"aquatic, planar",18,127,2,,,,Mordenkainen's Tome of Foes: 203
mm.water-weird,Water Weird,3,Large,Elemental,,,neutral,"cave, coast, forest, mountain, planar, swamp, underground",13,58,3,,,,"Monster Manual: 299, Princes of the Apocalypse Online Supplement v1.0: 36"
mm.weasel,Weasel,0,Tiny,Beast,,Misc Creatures,unaligned,grassland,13,1,3,,,,"Basic Rules v1: 49, Monster Manual: 340"
mm.werebear,Werebear,5,Medium,Humanoid,"Human, Shapechanger",Lycanthropes,neutral good,"cave, forest, mountain, urban",10,135,0,,,,Monster Manual: 208
mm.wereboar,Wereboar,4,Medium,Humanoid,"Human, Shapechanger",Lycanthropes,neutral evil,"forest, grassland, swamp, urban",10,78,0,,,,"Monster Manual: 209, Princes of the Apocalypse Online Supplement v1.0: 37"
mm.wererat,Wererat,2,Medium,Humanoid,"Human, Shapechanger",Lycanthropes,lawful evil,"cave, dungeon, ruins, swamp, underground, urban",12,33,2,,,,Monster Manual: 209
strahd.wereraven,Wereraven,2,Medium,Humanoid,"Human, Shapechanger",,lawful good,,12,31,2,,,,Curse of Strahd: 242
mm.weretiger,Weretiger,4,Medium,Humanoid,"Human, Shapechanger",Lycanthropes,neutral,"forest, urban",12,120,2,,,,Monster Manual: 210
mm.werewolf,Werewolf,3,Medium,Humanoid,"Human, Shapechanger",Lycanthropes,chaotic evil,"dungeon, forest, grassland, urban",11,58,1,,,,"Basic Rules v1: 49, Monster Manual: 211"
